r,m,p_A,p_B,m_A,m_B
1.1810009999999809,0.006467496331871829,0.0005795362476635615,0.0,0.006467496331871829,0.0
1.1820009999999808,0.0064838720141145,0.0005795061743039879,0.0,0.0064838720141145,0.0
1.1830009999999807,0.006500275146020509,0.0005794760766997456,0.0,0.006500275146020509,0.0
1.1840009999999805,0.006516705749868877,0.0005794459548538373,0.0,0.006516705749868877,0.0
1.1850009999999804,0.006533163847936292,0.0005794158087692681,0.0,0.006533163847936292,0.0
1.1860009999999803,0.006549649462497098,0.0005793856384490454,0.0,0.006549649462497098,0.0
1.1870009999999802,0.006566162615823301,0.0005793554438961789,0.0,0.006566162615823301,0.0
1.18800099999998,0.006582703330184562,0.0005793252251136803,0.0,0.006582703330184562,0.0
1.18900099999998,0.0065992716278481965,0.0005792949821045639,0.0,0.0065992716278481965,0.0
1.1900009999999799,0.006615867531079176,0.000579264714871846,0.0,0.006615867531079176,0.0
1.1910009999999798,0.006632491062140122,0.0005792344234185453,0.0,0.006632491062140122,0.0
1.1920009999999797,0.006649142243291306,0.0005792041077476828,0.0,0.006649142243291306,0.0
1.1930009999999796,0.006665821096790647,0.0005791737678622816,0.0,0.006665821096790647,0.0
1.1940009999999794,0.006682527644893713,0.0005791434037653671,0.0,0.006682527644893713,0.0
1.1950009999999793,0.006699261909853714,0.0005791130154599672,0.0,0.006699261909853714,0.0
1.1960009999999792,0.006716023913921504,0.0005790826029491118,0.0,0.006716023913921504,0.0
1.197000999999979,0.006732813679345579,0.0005790521662358332,0.0,0.006732813679345579,0.0
1.198000999999979,0.006749631228372073,0.0005790217053231659,0.0,0.006749631228372073,0.0
1.199000999999979,0.006766476583244759,0.0005789912202141466,0.0,0.006766476583244759,0.0
1.2000009999999788,0.006783349766205047,0.0005789607109118142,0.0,0.006783349766205047,0.0
1.2010009999999787,0.006800250799491979,0.0005789301774192101,0.0,0.006800250799491979,0.0
1.2020009999999786,0.00681717970534223,0.0005788996197393779,0.0,0.00681717970534223,0.0
1.2030009999999784,0.0068341365059901085,0.0005788690378753633,0.0,0.0068341365059901085,0.0
1.2040009999999783,0.00685112122366755,0.0005788384318302143,0.0,0.00685112122366755,0.0
1.2050009999999782,0.006868133880604117,0.0005788078016069813,0.0,0.006868133880604117,0.0
1.2060009999999781,0.0068851744990269985,0.0005787771472087167,0.0,0.0068851744990269985,0.0
1.207000999999978,0.006902243101161008,0.0005787464686384755,0.0,0.006902243101161008,0.0
1.208000999999978,0.00691933970922858,0.0005787157658993145,0.0,0.00691933970922858,0.0
1.2090009999999778,0.006936464345449771,0.0005786850389942932,0.0,0.006936464345449771,0.0
1.2100009999999777,0.006953617032042255,0.000578654287926473,0.0,0.006953617032042255,0.0
1.2110009999999776,0.006970797791221324,0.0005786235126989178,0.0,0.006970797791221324,0.0
1.2120009999999775,0.006988006645199884,0.0005785927133146936,0.0,0.006988006645199884,0.0
1.2130009999999773,0.007005243616188457,0.0005785618897768687,0.0,0.007005243616188457,0.0
1.2140009999999772,0.007022508726395174,0.0005785310420885137,0.0,0.007022508726395174,0.0
1.2150009999999771,0.007039801998025779,0.0005785001702527014,0.0,0.007039801998025779,0.0
1.216000999999977,0.007057123453283623,0.0005784692742725068,0.0,0.007057123453283623,0.0
1.217000999999977,0.0070744731143696634,0.0005784383541510072,0.0,0.0070744731143696634,0.0
1.2180009999999768,0.007091851003482463,0.000578407409891282,0.0,0.007091851003482463,0.0
1.2190009999999767,0.007109257142818189,0.0005783764414964132,0.0,0.007109257142818189,0.0
1.2200009999999766,0.007126691554570608,0.0005783454489694847,0.0,0.007126691554570608,0.0
1.2210009999999765,0.007144154260931089,0.0005783144323135828,0.0,0.007144154260931089,0.0
1.2220009999999764,0.007161645284088597,0.000578283391531796,0.0,0.007161645284088597,0.0
1.2230009999999762,0.007179164646229694,0.000578252326627215,0.0,0.007179164646229694,0.0
1.2240009999999761,0.007196712369538537,0.0005782212376029328,0.0,0.007196712369538537,0.0
1.225000999999976,0.007214288476196876,0.0005781901244620447,0.0,0.007214288476196876,0.0
1.226000999999976,0.007231892988384054,0.0005781589872076482,0.0,0.007231892988384054,0.0
1.2270009999999758,0.007249525928276999,0.0005781278258428428,0.0,0.007249525928276999,0.0
1.2280009999999757,0.007267187318050232,0.0005780966403707306,0.0,0.007267187318050232,0.0
1.2290009999999756,0.007284877179875856,0.0005780654307944158,0.0,0.007284877179875856,0.0
1.2300009999999755,0.007302595535923561,0.0005780341971170047,0.0,0.007302595535923561,0.0
1.2310009999999754,0.007320342408360619,0.0005780029393416061,0.0,0.007320342408360619,0.0
1.2320009999999753,0.007338117819351883,0.0005779716574713309,0.0,0.007338117819351883,0.0
1.2330009999999751,0.007355921791059785,0.000577940351509292,0.0,0.007355921791059785,0.0
1.234000999999975,0.007373754345644335,0.000577909021458605,0.0,0.007373754345644335,0.0
1.235000999999975,0.0073916155052631185,0.0005778776673223874,0.0,0.0073916155052631185,0.0
1.2360009999999748,0.007409505292071295,0.0005778462891037591,0.0,0.007409505292071295,0.0
1.2370009999999747,0.007427423728221598,0.000577814886805842,0.0,0.007427423728221598,0.0
1.2380009999999746,0.00744537083586433,0.0005777834604317607,0.0,0.00744537083586433,0.0
1.2390009999999745,0.007463346637147362,0.0005777520099846413,0.0,0.007463346637147362,0.0
1.2400009999999744,0.007481351154216134,0.000577720535467613,0.0,0.007481351154216134,0.0
1.2410009999999743,0.00749938440921365,0.0005776890368838064,0.0,0.00749938440921365,0.0
1.2420009999999742,0.007517446424280481,0.0005776575142363549,0.0,0.007517446424280481,0.0
1.243000999999974,0.007535537221554757,0.0005776259675283939,0.0,0.007535537221554757,0.0
1.244000999999974,0.00755365682317217,0.0005775943967630611,0.0,0.00755365682317217,0.0
1.2450009999999738,0.00757180525126597,0.0005775628019434963,0.0,0.00757180525126597,0.0
1.2460009999999737,0.007589982527966964,0.0005775311830728418,0.0,0.007589982527966964,0.0
1.2470009999999736,0.007608188675403515,0.0005774995401542417,0.0,0.007608188675403515,0.0
